Timestamp,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
294107.5730107261,-10.21116,-26.183327,-37.23817,11.851261,73.13508,34.258995,-130.71767,-4.9954874e-10
294107.5770119251,-9.963885,-27.950977,-29.22613,42.403206,61.58214,-30.294958,-154.50006,-1.6186048e-09
294107.5810131241,-9.436772,-26.759338,-13.426523,54.143906,29.917946,-58.893425,-115.66665,-1.4436478e-10
294107.5850143231,-8.807892,-24.39698,4.7026043,50.59377,-6.4548335,-54.987522,-23.335464,2.0422843e-09
294107.58901552216,-8.238752,-22.89512,17.381762,43.748848,-40.026176,-42.341908,77.33223,1.1467343e-09
294107.59301672113,-7.7651043,-21.187315,24.670135,34.18089,-61.561584,-16.92551,118.650185,-1.9287285e-09
294107.59701792017,-7.250176,-14.622161,39.76516,-4.3912845,-51.56952,58.9375,8.502836,-4.9954874e-10
294107.60101911915,-6.535306,-7.9158716,44.86984,-32.712044,-24.937311,79.22448,-65.90369,-1.6186048e-09
294107.6050203182,-5.142937,0.6075226,38.085064,-43.475002,1.3527957,61.40288,-84.073586,-1.4436478e-10
294107.6090215172,-3.4242163,8.68133,25.434237,-45.985634,27.977161,10.595677,-41.06198,2.0422843e-09
294107.6130227162,-2.0864086,14.007754,16.203327,-51.783882,57.53847,-55.831234,31.280325,1.1467343e-09
294107.6170239152,-1.1928798,17.549404,8.710853,-50.893787,72.37351,-96.52932,90.90133,-1.9287285e-09
294107.62102511426,0.092909865,23.963634,-13.50498,-6.897284,25.804148,-53.41301,71.41427,-4.9954874e-10
294107.62502631324,1.107136,27.899498,-28.948782,27.373785,-21.431614,13.889929,7.2819347,-1.6186048e-09
294107.6290275123,2.4898472,28.348274,-36.97028,45.56318,-47.223396,52.60035,-29.586657,-1.4436478e-10
294107.6330287113,3.9786663,26.840797,-39.59365,50.221634,-54.82646,60.921036,-42.36942,2.0422843e-09
294107.6370299103,5.037196,25.31622,-40.337322,52.791584,-58.580025,61.799046,-54.4564,1.1467343e-09
294107.6410311093,5.7548823,23.000793,-37.772224,48.913525,-51.295395,44.98078,-42.23339,-1.9287285e-09
294107.6450323083,6.96728,16.596888,-22.908525,12.471508,13.929089,-53.998234,58.826225,-4.9954874e-10
294107.64903350733,7.9072566,11.338016,-9.129562,-19.808554,54.686157,-93.938965,81.55182,-1.6186048e-09
294107.65303470637,8.634769,3.7230399,7.0564895,-40.29146,60.965305,-81.91957,73.9904,-1.4436478e-10
294107.65703590534,9.127082,-4.2900815,22.99033,-50.003887,46.55746,-26.578493,19.914331,2.0422843e-09
294107.6610371044,9.421109,-9.633642,34.56653,-55.715286,33.65714,41.497093,-64.46395,1.1467343e-09
294107.6650383034,9.561904,-13.405032,40.538933,-53.298267,16.818727,85.93811,-107.1215,-1.9287285e-09
294107.6690395024,9.72402,-21.737022,43.001625,-20.142664,-45.417885,72.1949,6.9886723,-4.9954874e-10
294107.6730407014,9.85691,-26.594574,38.008648,8.0068865,-72.90115,18.442415,86.79211,-1.6186048e-09
294107.6770419004,9.816378,-28.203014,24.045696,28.441187,-64.42063,-25.178638,105.4756,-1.4436478e-10
294107.68104309944,9.419845,-27.928976,7.98049,43.268715,-29.641314,-53.395535,50.9641,2.0422843e-09
294107.6850442985,8.875885,-27.363068,-3.0261545,55.318226,9.020671,-76.57007,-37.210808,1.1467343e-09
294107.68904549745,8.491207,-25.885712,-10.955695,58.376675,38.92595,-74.79948,-101.88638,-1.9287285e-09
294107.6930466965,7.7296047,-20.6269,-26.339867,33.068497,72.231895,17.106228,-81.55442,-2.8171931e-10
294107.6970478955,6.7038474,-14.33161,-33.97774,8.829392,77.23045,88.74618,27.566122,6.7851114e-10
294107.7010490945,5.9112034,-7.496612,-39.31084,-23.267765,45.038853,98.47931,95.5671,9.30473e-10
294107.70505029353,5.073262,-0.20280397,-40.471184,-54.76777,-12.2796545,48.667736,79.81742,-4.9954874e-10
294107.7090514925,3.7905414,7.6498933,-32.777443,-68.73966,-57.817814,-12.217001,19.724222,-1.6186048e-09
294107.71305269154,2.2307258,15.117784,-16.20244,-55.87097,-66.2109,-44.302578,-34.67634,-1.4436478e-10
294107.7170538906,0.8967603,20.727562,0.8493543,-27.830725,-50.138683,-52.819424,-74.53289,2.0422843e-09
294107.72105508955,-0.0475593,23.963722,11.020566,-3.984459,-32.710773,-58.532265,-97.45644,1.1467343e-09
294107.7250562886,-0.9041868,25.77106,18.340261,13.473408,-10.377554,-47.9149,-78.65268,-1.9287285e-09
294107.7290574876,-2.5284302,27.771555,35.515247,48.358753,50.53179,47.86865,61.67907,-2.8171931e-10
294107.7330586866,-3.7980137,26.939705,40.673702,63.870358,82.05688,95.4673,107.69484,6.7851114e-10
294107.73705988564,-4.8214064,25.622328,42.385773,61.47953,75.48438,79.92548,64.067184,9.30473e-10
294107.7410610847,-5.7891383,23.271555,37.32538,41.439484,31.106466,10.910165,-20.981339,-4.9954874e-10
294107.74506228365,-6.8234553,17.929935,23.398188,12.460596,-20.621124,-59.081875,-83.68865,-1.6186048e-09
294107.7490634827,-7.7722006,9.562735,4.5367093,-14.625102,-49.962475,-82.49973,-93.39183,-1.4436478e-10
294107.75306468166,-8.472,1.3473446,-12.273893,-36.387276,-58.855377,-60.191063,-46.937492,2.0422843e-09
294107.7570658807,-8.954293,-4.0122256,-23.017237,-53.688145,-62.349827,-24.078474,34.48314,1.1467343e-09
294107.76106707973,-9.344052,-7.952979,-29.195093,-60.9141,-51.783215,11.767521,96.48182,-1.9287285e-09
294107.7650682787,-10.025146,-16.717354,-42.007633,-43.688225,18.845514,73.000336,62.39996,-4.9954874e-10
294107.76906947774,-10.450148,-22.721476,-45.749218,-20.552288,64.417694,75.03797,-11.354778,-1.6186048e-09
294107.7730706768,-10.354291,-26.181074,-37.70326,5.207398,72.40278,46.07637,-49.50024,-1.4436478e-10
294107.77707187575,-9.905233,-27.593136,-23.705309,28.849058,54.660366,-7.266089,-49.11212,2.0422843e-09
294107.7810730748,-9.469773,-28.269968,-13.08846,47.452,30.967524,-69.682755,-37.611576,1.1467343e-09
294107.78507427376,-9.059688,-27.855074,-4.5885353,56.10254,3.8454697,-101.56163,-13.665429,-1.9287285e-09
294107.7890754728,-8.439858,-24.603899,18.01211,46.79302,-61.223953,-43.179314,63.141266,-4.9954874e-10
294107.79307667183,-7.9499755,-20.441097,32.965794,27.10253,-82.102745,26.022324,56.19745,-1.6186048e-09
294107.7970778708,-6.900753,-13.238865,39.347633,1.8833342,-64.68788,61.907883,33.491425,-1.4436478e-10
294107.80107906985,-5.616525,-5.140375,39.043453,-23.943047,-27.255152,63.56544,-9.754649,2.0422843e-09
294107.8050802689,-4.5698276,0.8761184,37.760567,-44.50263,8.172638,54.06745,-70.06252,1.1467343e-09
294107.80908146786,-3.706019,5.131406,35.153168,-55.132576,35.778957,29.477743,-96.3794,-1.9287285e-09
294107.8130826669,-1.9241548,12.683745,19.279253,-48.159767,67.19252,-48.21231,12.245228,-1.4436478e-10
294107.8170838659,-0.5216583,18.94497,0.45199096,-23.88373,48.50751,-54.921192,41.53119,2.0422843e-09
294107.8210850649,0.16503784,23.348528,-14.200443,-5.553866,29.295416,-58.685127,65.03011,1.1467343e-09
294107.82508626394,0.6901543,26.01066,-23.18286,8.1406765,10.039385,-47.444935,54.03947,-1.9287285e-09
294107.8290874629,2.2496781,29.616056,-38.887733,44.905636,-53.365063,43.683174,-47.73308,-4.9954874e-10
294107.83308866195,3.49556,30.036673,-44.7329,61.42941,-75.98108,86.57316,-70.00282,-1.6186048e-09
294107.837089861,4.962029,25.910528,-39.715343,54.52467,-63.212673,79.82068,-60.50929,-1.4436478e-10
294107.84109105996,6.1895165,20.222443,-28.306154,32.516388,-27.297598,28.464375,-6.87906,2.0422843e-09
294107.845092259,6.8576927,16.689777,-18.607944,13.38627,9.877704,-35.38521,81.27469,1.1467343e-09
294107.84909345803,7.2700124,13.617845,-11.022572,-1.8757082,37.321964,-76.03806,132.06606,-1.9287285e-09
294107.853094657,8.3202305,5.038645,8.854936,-42.46644,71.02713,-65.405945,5.906416,-1.6186048e-09
294107.85709585604,8.98075,-3.379144,20.801384,-48.481102,57.14678,-37.31917,-40.488358,-1.4436478e-10
294107.861097055,9.489232,-11.504243,29.719883,-44.908207,21.969057,8.982838,-67.955765,2.0422843e-09
294107.86509825406,9.771242,-16.68268,38.003647,-43.848057,-9.098209,63.11851,-82.728096,1.1467343e-09
294107.8690994531,9.824903,-19.996645,43.230938,-36.95435,-31.043695,90.167915,-64.25349,-1.9287285e-09
294107.87310065207,10.171037,-26.431454,38.70743,8.004596,-71.426445,18.968136,57.677856,-1.6186048e-09
294107.8771018511,9.808398,-27.388226,24.542759,33.18415,-61.506,-18.749107,87.37357,-1.4436478e-10
294107.88110305014,9.312747,-26.899578,7.651796,48.442226,-26.207832,-45.66127,51.970737,2.0422843e-09
294107.8851042491,9.051626,-26.308231,-3.95812,57.665997,10.8390875,-68.014305,-16.476454,1.1467343e-09
294107.88910544815,8.847553,-24.810934,-11.72186,57.482056,39.961346,-67.98864,-69.80982,-1.9287285e-09
294107.8931066471,8.059957,-20.662912,-31.483505,30.06788,75.27724,26.831776,-48.219124,-1.6186048e-09
294107.89710784616,6.727818,-12.893725,-37.524178,4.1714187,60.030727,53.968018,-21.357418,-1.4436478e-10
294107.9011090452,5.2718716,-4.9755483,-37.679474,-23.9247,22.714294,54.584007,25.387625,2.0422843e-09
294107.9051102442,4.3758597,0.10860145,-37.96656,-50.211666,-14.131514,53.76354,84.002556,1.1467343e-09
294107.9091114432,3.8549583,4.0978417,-36.028324,-65.44351,-40.954018,39.61097,105.80295,-1.9287285e-09
294107.91311264224,2.6634746,12.989418,-20.83681,-59.855106,-79.71727,-61.54852,-23.558405,-1.6186048e-09
294107.9171138412,1.0952002,19.038212,-3.8494515,-35.450478,-67.09829,-77.61884,-60.509136,-1.4436478e-10
294107.92111504026,-0.35463867,23.811823,13.867063,-3.9437363,-25.516052,-48.398037,-47.81213,2.0422843e-09
294107.9251162393,-1.2519866,26.609055,26.993166,20.650156,15.97693,-5.858259,-16.783379,1.1467343e-09
294107.92911743827,-1.9254178,27.385302,34.83427,35.29345,44.030685,31.0297,13.490058,-1.9287285e-09
294107.9331186373,-3.483519,29.143845,47.589535,58.47899,85.92494,83.10094,67.11761,-1.6186048e-09
294107.9371198363,-4.9752736,25.47053,42.20663,51.04737,70.304436,68.21361,63.885666,-1.4436478e-10
294107.9411210353,-6.137529,20.104982,30.287466,29.765121,29.938408,16.200499,13.499819,2.0422843e-09
294107.94512223435,-6.8495474,16.116154,20.762543,10.656666,-8.591003,-43.860394,-65.445465,1.1467343e-09
294107.9491234333,-7.3576455,12.519493,12.906469,-4.270253,-35.234695,-83.14255,-114.697624,-1.9287285e-09
294107.95312463236,-8.23115,4.321476,-9.237603,-41.000233,-80.05533,-72.41095,-19.94281,-1.6186048e-09
294107.9571258314,-8.928135,-4.0312133,-22.939907,-46.906727,-69.23237,-41.84105,16.700325,-1.4436478e-10
294107.9611270304,-9.419,-11.832639,-33.152725,-42.07367,-32.441967,13.580979,39.216885,2.0422843e-09
294107.9651282294,-9.752405,-16.967945,-41.003246,-37.83913,5.2511315,81.104324,63.756767,1.1467343e-09
294107.9691294284,-9.917008,-20.274824,-43.79549,-30.421022,34.27059,115.21997,62.19688,-1.9287285e-09
294107.9731306274,-10.3116665,-26.426462,-39.90866,11.109426,74.99625,28.257158,-69.05473,-1.6186048e-09
294107.97713182645,-10.069552,-27.498497,-26.497234,31.121294,61.79424,-16.81047,-92.89768,-1.4436478e-10
294107.98113302543,-9.508689,-26.596909,-9.547369,43.636116,25.303102,-47.90747,-47.392624,2.0422843e-09
294107.98513422447,-9.105554,-25.61017,1.5624855,54.02026,-13.642923,-70.533775,35.49182,1.1467343e-09
294107.9891354235,-8.832016,-24.132526,9.551049,55.864536,-43.982605,-69.754486,95.60973,-1.9287285e-09
294107.9931366225,-7.890073,-19.760605,30.865257,25.272636,-70.66202,17.559256,72.45704,-4.9954874e-10
294107.9971378215,-6.965601,-15.17772,43.90492,-4.0559225,-60.760605,64.13068,-2.555099,-1.6186048e-09
294108.0011390205,-5.7086916,-7.3027596,44.88641,-26.767105,-29.263832,63.075035,-48.825455,-1.4436478e-10
294108.0051402195,-4.496827,0.6836755,37.66062,-43.065502,11.002706,27.430313,-57.303303,2.0422843e-09
294108.00914141856,-3.590942,5.559507,30.8388,-56.32201,49.405434,-11.296552,-47.616936,1.1467343e-09
294108.01314261754,-2.7806036,9.395305,23.679205,-59.36251,74.545975,-39.979027,-13.654822,-1.9287285e-09
294108.01714381657,-1.3853666,18.861538,2.2522547,-32.610134,64.66532,-73.33388,110.79082,-1.4436478e-10
294108.0211450156,0.11387583,23.780437,-15.358072,-3.0594466,23.139225,-39.56765,76.80987,2.0422843e-09
294108.0251462146,1.2656785,27.33439,-27.898424,22.863289,-14.665621,1.6641847,45.66919,1.1467343e-09
294108.0291474136,2.2129352,29.256752,-35.529953,40.92425,-38.210888,37.72659,-1.2238238,-1.9287285e-09
294108.03314861265,3.8356867,27.470602,-42.21127,53.780476,-68.70755,89.40813,-159.3053,-1.4436478e-10
294108.03714981163,5.1014466,23.55936,-36.683334,42.488388,-51.08876,57.942184,-129.99474,2.0422843e-09
294108.04115101066,5.936025,21.867722,-32.90776,36.593513,-28.409372,13.459409,-42.690117,1.1467343e-09
294108.04515220964,6.5392685,20.51573,-28.07683,28.78415,-3.7323017,-24.091845,37.172817,-1.9287285e-09
294108.0491534087,7.7408047,12.726274,-8.306073,-19.348953,58.434704,-84.84697,71.98121,-1.6186048e-09
294108.0531546077,8.567462,3.636681,8.502915,-39.420635,65.20167,-75.96084,74.74815,-1.4436478e-10
294108.0571558067,9.2403,-5.511163,23.753567,-49.421688,48.133,-25.86668,0.08849293,2.0422843e-09
294108.0611570057,9.896104,-11.639222,34.03129,-54.545666,30.481302,36.006176,-94.17593,1.1467343e-09
294108.06515820476,10.3075695,-15.660852,38.605507,-49.378094,9.365322,76.20909,-123.01442,-1.9287285e-09
294108.06915940373,10.26722,-23.064281,44.685444,-19.919975,-62.801964,71.10907,21.982466,-1.6186048e-09
294108.07316060277,9.910076,-25.976324,35.854538,5.877731,-69.46408,39.865227,77.031784,-1.4436478e-10
294108.07716180175,9.570527,-26.917158,22.484076,30.167248,-50.61425,-8.156363,70.0549,2.0422843e-09
294108.0811630008,9.590481,-27.482323,12.236366,48.886395,-31.334803,-59.488853,39.579895,1.1467343e-09
294108.0851641998,9.579725,-27.478128,2.9228694,57.842247,-11.369612,-87.049034,2.3773408,-1.9287285e-09
294108.0891653988,8.778774,-25.870031,-18.124714,51.06489,62.39538,-31.77006,-74.268524,-1.6186048e-09
294108.0931665978,7.667051,-19.292599,-28.368584,28.26977,75.261215,-1.4499822,-71.291,-1.4436478e-10
294108.09716779686,6.3450985,-11.400861,-35.087933,-0.06469957,56.318592,28.91765,-13.602578,2.0422843e-09
294108.10116899584,5.4286923,-5.8954988,-38.84792,-25.556473,33.92374,65.40772,71.655945,1.1467343e-09
294108.1051701949,4.9019504,-1.7553585,-38.454918,-44.788757,11.103958,76.83341,122.67482,-1.9287285e-09
294108.1091713939,3.686109,8.225779,-29.524569,-55.13288,-39.490242,2.5041745,78.18083,-1.4436478e-10
294108.1131725929,2.0737016,15.283244,-14.857028,-40.30106,-50.87616,-33.988033,14.949718,2.0422843e-09
294108.1171737919,1.0130789,19.503836,-4.8804393,-29.013916,-62.848644,-74.26839,-65.937904,1.1467343e-09
294108.1211749909,0.3480617,21.956701,3.7897377,-19.794638,-59.755173,-85.59378,-105.04469,-1.9287285e-09
294108.12517618993,-1.4997823,25.717676,24.802343,18.068045,1.74453,-9.736528,-38.328213,-1.4436478e-10
294108.12917738897,-3.1070974,26.158781,34.356968,37.628777,32.982037,30.980198,9.058401,2.0422843e-09
294108.13317858794,-3.9875083,26.996891,41.344116,53.03122,66.326294,73.98785,81.09254,1.1467343e-09
294108.137179787,-4.433753,26.963266,43.851986,56.69363,79.176704,89.87533,117.80512,-1.9287285e-09
294108.141180986,-5.842071,21.274658,33.35999,35.254402,26.341667,23.153963,25.90748,-1.4436478e-10
294108.145182185,-7.020055,14.0786085,17.884624,8.378089,-15.157096,-20.193916,-8.861852,2.0422843e-09
294108.149183384,-7.7691307,9.508785,7.6953864,-12.875572,-48.96819,-65.610855,-59.46997,1.1467343e-09
294108.153184583,-8.158796,6.171979,-0.38027525,-28.095598,-67.21081,-83.01168,-68.68381,-1.9287285e-09
294108.15718578204,-9.120733,-2.4435067,-24.912,-57.962563,-63.098442,-6.7212706,130.12312,-1.6186048e-09
294108.1611869811,-9.511462,-9.890459,-35.79671,-52.4906,-33.95866,26.365976,151.90688,-1.4436478e-10
294108.16518818005,-9.835519,-16.769066,-40.15977,-34.59746,7.2369103,42.051216,72.85338,2.0422843e-09
294108.1691893791,-10.140818,-21.169586,-41.816578,-18.146269,49.483944,54.45452,-33.107998,1.1467343e-09
294108.1731905781,-10.210679,-23.550999,-40.494022,-3.57697,75.37402,51.301407,-102.83176,-1.9287285e-09
294108.1771917771,-9.921998,-27.833284,-29.087008,39.09226,69.91849,-33.897724,-165.29195,-4.9954874e-10
294108.18119297613,-9.667569,-29.619987,-16.93837,60.167645,35.60252,-79.74405,-110.15077,-1.6186048e-09
294108.1851941751,-8.910455,-27.381325,-0.9755786,55.89787,-1.889729,-75.13209,-33.634068,-1.4436478e-10
294108.18919537414,-8.042862,-22.488106,16.986881,39.17582,-35.313084,-29.74631,35.935818,2.0422843e-09
294108.1931965732,-7.5529656,-18.417473,32.79814,27.25701,-65.434326,21.879936,67.976585,1.1467343e-09
294108.19719777216,-7.142578,-15.225407,42.805294,14.781564,-77.2728,56.062447,40.208954,-1.9287285e-09
294108.2011989712,-6.030688,-9.222698,50.650112,-34.258053,-31.970552,80.18894,-87.03415,-1.6186048e-09
294108.2052001702,-4.5106983,-1.5319095,41.516994,-50.75862,1.0971229,62.1656,-114.11758,-1.4436478e-10
294108.2092013692,-3.0989835,6.89261,27.16077,-53.184128,36.35155,9.912368,-55.85961,2.0422843e-09
294108.21320256824,-2.3152428,13.561533,17.791033,-52.0356,68.60725,-53.77898,28.97563,1.1467343e-09
294108.2172037673,-1.7599974,18.042334,9.804996,-44.642178,78.205315,-89.751945,82.02314,-1.9287285e-09
294108.22120496625,-0.22451587,24.541153,-14.789717,-6.9633207,24.531034,-42.17239,81.82624,-1.6186048e-09
294108.2252061653,1.390599,26.463297,-28.130308,17.620613,-11.342771,-4.7440696,55.282467,-1.4436478e-10
294108.22920736426,2.9092848,26.874533,-36.65353,36.298225,-41.316525,30.213474,-0.019930933,2.0422843e-09
294108.2332085633,3.8148913,27.33102,-41.35484,51.2536,-65.728,66.5424,-60.508553,1.1467343e-09
294108.23720976233,4.358683,26.972208,-41.726715,58.137096,-74.711845,79.00269,-76.23461,-1.9287285e-09
294108.2412109613,5.8157444,22.403624,-32.87837,40.62348,-34.474888,15.91596,5.4028425,-1.4436478e-10
294108.24521216034,7.0336537,15.504149,-17.79609,9.854317,8.7706785,-25.808445,38.83276,2.0422843e-09
294108.2492133594,7.856669,9.926174,-6.84792,-16.204123,43.50097,-73.12335,82.384674,1.1467343e-09
294108.25321455835,8.296349,5.773161,2.1703463,-32.305733,59.98646,-91.2125,91.574,-1.9287285e-09
294108.2572157574,8.973995,-2.6995592,22.56476,-52.34805,62.88356,-29.393751,-14.019768,-1.4436478e-10
294108.26121695637,9.484322,-11.201241,32.49594,-47.922245,27.885487,15.254034,-32.574505,2.0422843e-09
294108.2652181554,9.815835,-17.633593,39.126846,-42.125042,-9.963355,64.79944,-63.07742,1.1467343e-09
294108.26921935444,9.913977,-21.402134,42.09069,-30.115845,-40.859993,88.01539,-67.641815,-1.9287285e-09
294108.2732205534,9.760813,-25.860268,37.41579,4.4440365,-79.65525,36.654503,82.08487,9.30473e-10
294108.27722175245,9.748129,-30.031746,28.138798,39.72442,-68.9567,-30.670315,72.95694,-4.9954874e-10
294108.2812229515,9.442954,-30.276043,14.8309355,60.924805,-32.830708,-74.490585,30.3196,-1.6186048e-09
294108.28522415046,8.747117,-26.230635,-1.3453997,57.821873,7.606914,-71.43288,1.4523853,-1.4436478e-10
294108.2892253495,8.070697,-21.400415,-17.698397,42.006264,42.224926,-34.269344,-19.19966,2.0422843e-09
294108.29322654847,7.792684,-18.62641,-30.779009,28.88288,71.05144,10.866328,-45.19861,1.1467343e-09
294108.2972277475,7.524795,-15.980819,-38.97514,14.1236315,82.70183,46.41249,-31.134235,-1.9287285e-09
