Timestamp,Channel_1
293419.71544874937,16
293419.7161886489,16
293419.7162033489,16
293419.7167370486,16
293419.7317956392,16
293419.73254083877,16
293419.73255433876,16
293419.7330460385,16
293419.74777332926,16
293419.74779732927,16
293419.74780402926,16
293419.7486087288,16
293419.76328391966,16
293419.7633103196,16
293419.7633171197,16
293419.7640792192,16
293419.77647001145,16
293419.77650881145,16
293419.77652191144,16
293419.77653031144,16
293419.7937272007,16
293419.79376470076,16
293419.79377670074,16
293419.79378470074,16
293419.809414691,16
293419.809438191,16
293419.809448291,16
293419.80946129095,16
293419.82818847935,16
293419.82822527934,16
293419.8282384793,16
293419.8282496793,16
293419.84762786725,16
293419.8476547673,16
293419.8481977669,16
293419.8482205669,16
293419.8648199566,16
293419.8648447566,16
293419.8654340562,16
293419.8654579562,16
293419.87600784964,16
293419.8760341496,16
293419.87663864926,16
293419.8766605492,16
293419.89908773534,16
293419.8991201353,16
293419.90003443474,16
293419.90050063445,16
293419.909271329,16
293419.9100411285,16
293419.9107639281,16
293419.91130192776,16
293419.9268738181,16
293419.9282159172,16
293419.9293557165,16
293419.930233616,16
293419.94273700827,16
293419.94367220765,16
293419.94429050724,16
293419.944717207,16
293419.9611362968,16
293419.9617200964,16
293419.9621633961,16
293419.9625446959,16
293419.9758544876,16
293419.97660388716,16
293419.97662038717,16
293419.97700218693,16
293419.99293337704,16
293419.9937326766,16
293419.9937578765,16
293419.99443477613,16
293420.0092625669,16
293420.0102554663,16
293420.0102794663,16
293420.0102861663,16
293420.0277767554,16
293420.02861435484,16
293420.02865535486,16
293420.02866235486,16
293420.04256664624,16
293420.04327564576,16
293420.04329154576,16
293420.0432965458,16
293420.0599137355,16
293420.06077333493,16
293420.0607979349,16
293420.0608079349,16
293420.07666792505,16
293420.07669052505,16
293420.076698625,16
293420.076708325,16
293420.0946816139,16
293420.09471071383,16
293420.0947314138,16
293420.09474391385,16
293420.1145044016,16
293420.1145275016,16
293420.11512820114,16
293420.1151490011,16
293420.1310062913,16
