Timestamp,Channel_1
294107.36833821784,16
294107.37119081966,16
294107.3743230216,16
294107.3750928221,16
294107.3829853271,16
294107.38465282816,16
294107.3855237287,16
294107.386036129,16
294107.41199164535,16
294107.4152037474,16
294107.4170163485,16
294107.41764564894,16
294107.4358476604,16
294107.4371248612,16
294107.43715836125,16
294107.43716596125,16
294107.4502574695,16
294107.45115917,16
294107.45118617004,16
294107.4511929701,16
294107.4668055799,16
294107.4668590799,16
294107.4668705799,16
294107.4668768799,16
294107.4880409933,0
294107.5031796028,0
294107.5194720131,0
294107.53802542476,0
294107.55309473426,0
294107.5689477442,0
294107.5864236552,0
294107.60255706543,0
294107.6221042777,0
294107.6396318888,0
294107.65400229784,0
294107.6711386086,0
294107.68596911797,0
294107.7059024305,0
294107.7208044399,0
294107.73501964886,0
294107.75387266075,0
294107.77298707276,0
294107.7855308807,0
294107.80096009036,0
294107.8175533009,0
294107.8357815123,0
294107.8540953239,0
294107.8729187357,0
294107.8907072469,0
294107.90153635375,0
294107.9203275656,0
294107.93742387637,0
294107.95707408874,0
294107.9682516958,0
294107.9855931067,0
294108.00139391667,0
294108.0189378277,0
294108.03450483753,0
294108.0506946477,0
294108.0677697585,0
294108.0841170688,0
294108.1016559798,0
294108.12182929256,0
294108.1365271018,0
294108.1521404116,0
294108.168585222,0
294108.1857542328,0
294108.20202084305,0
294108.2192298539,0
294108.2359317644,0
294108.2561761772,0
294108.2724408874,0
294108.2852833955,0
294108.30315730674,0
294108.32343051955,0
294108.33873432915,0
294108.3521186376,0
294108.3745224517,0
294108.38556315866,0
294108.4038956702,0
294108.4191297798,0
294108.4367940909,0
294108.45220200066,0
294108.47067441227,0
294108.48303482006,16
294108.4830951201,16
294108.48398312065,16
294108.4847264211,16
294108.50011223083,16
294108.50015033083,16
294108.50016553083,16
294108.50110883143,16
294108.52113374404,16
294108.52115864406,16
294108.5211715441,16
294108.5219008446,16
294108.5334228518,16
294108.5334433518,16
294108.5334487518,16
294108.5342308523,16
294108.54987936217,16
294108.54993486224,16
294108.5499681622,16
294108.55073726276,16
294108.5664156726,16
294108.5664724726,16
294108.56648097263,16
294108.5674118732,16
294108.5830758831,16
294108.5831278831,16
294108.5831379831,16
294108.5839924837,16
294108.5997990937,16
294108.59983249364,16
294108.59984449367,16
294108.5998537936,16
294108.61662260426,16
294108.61666280427,16
294108.6166712042,16
294108.61668260425,16
294108.6340383152,16
294108.63498781575,16
294108.6361063165,16
294108.63613281655,16
294108.6515018262,16
294108.65246792685,16
294108.65315702726,16
294108.65317082725,16
294108.66782773647,16
294108.66854703694,16
294108.6691006373,16
294108.6691158373,16
294108.6837720465,16
294108.68543684756,16
294108.6862009481,16
294108.6862172481,16
294108.70091565733,16
294108.70202535804,16
294108.7027025584,16
294108.7027299585,16
294108.71660996723,16
294108.717878068,16
294108.7185197684,16
294108.719384169,16
294108.73690658,16
294108.7377414805,16
294108.73841818096,16
294108.7390271813,16
294108.7498865882,16
294108.75090288883,16
294108.7516370893,16
294108.75239328976,16
294108.7698068007,16
294108.77256400243,16
294108.7725853025,16
294108.773429503,16
294108.7832810092,16
294108.7840109097,16
294108.7840266097,16
294108.78467821004,16
294108.8053991232,16
294108.80544952315,16
294108.80545852316,16
294108.808281925,16
294108.8164293301,16
294108.8164552301,16
294108.81646413007,16
294108.8171145305,16
294108.8340611412,16
294108.8343532414,16
294108.8343700414,16
294108.83437604137,16
294108.8545488541,16
294108.85457755416,16
294108.8545880541,16
294108.8545967541,16
294108.8693070634,16
294108.86936516344,16
294108.86941486347,16
294108.8694821635,16
294108.88352347235,16
294108.88354457234,16
294108.8835525724,16
294108.8835613724,16
294108.90060308314,16
294108.90062528313,16
294108.90160588373,16
294108.90163398377,16
294108.9215914963,16
294108.92174479645,16
294108.92254209693,16
294108.92255929695,16
294108.9335532039,16
294108.9335789039,16
294108.93441360444,16
294108.9344399044,16
294108.95011561434,16
294108.95013851434,16
294108.9510482149,16
294108.9517149153,16
294108.9668736248,16
294108.9681646257,16
294108.96920452634,16
294108.9700525269,16
294108.98353153537,16
294108.98432223586,16
294108.9849035362,16
294108.98544343654,16
294109.0008866463,16
294109.0032637478,16
294109.00423074845,16
294109.00492364884,16
294109.0174369567,16
294109.01810555713,16
294109.0187095575,16
294109.01919945783,16
294109.03404766717,16
294109.035317268,16
294109.03533666796,16
294109.0361959685,16
294109.0500299772,16
294109.051239678,16
294109.051255378,16
294109.0521293786,16
294109.07320949185,16
294109.0741982925,16
294109.0742200925,16
294109.0742251925,16
294109.0836512984,16
294109.08451339894,16
294109.084537299,16
294109.08454869903,16
294109.1017078098,16
294109.1026273104,16
294109.1026406104,16
294109.1026459104,16
294109.11702931946,16
294109.11812342016,16
294109.11814172013,16
294109.11814972013,16
294109.13370562997,16
294109.13374122995,16
294109.13375692995,16
294109.13376353,16
294109.1521758416,16
294109.1522032416,16
294109.1522142416,16
294109.1522203416,16
294109.1683366518,16
294109.16843535186,16
294109.1697435527,16
294109.16976885265,16
294109.18377116154,16
294109.1837976615,16
294109.18486756214,16
294109.18562436267,16
294109.20082567225,16
294109.2009104723,16
294109.20183717285,16
294109.20254247333,16
294109.21699528245,16
294109.21701768244,16
294109.21773008286,16
294109.2182511832,16
294109.23376539303,16
294109.23378959304,16
294109.23463749356,16
294109.235348694,16
294109.2521381046,16
294109.2523707047,16
294109.25364950555,16
294109.2545784061,16
294109.2669467139,16
294109.2670028139,16
294109.2678473145,16
294109.26851061493,16
294109.2844421249,16
294109.284506925,16
294109.28524952545,16
294109.28586782585,16
294109.30052823504,16
294109.30141133565,16
294109.3014374356,16
294109.3014431356,16
294109.3170346455,16
294109.3180225461,16
294109.3180534461,16
294109.3180609461,16
294109.33895405923,16
294109.3404893603,16
294109.3405291602,16
294109.34053806023,16
294109.35072106664,16
294109.35198746744,16
294109.3520073675,16
294109.35201836744,16
294109.37143757974,16
294109.3724284803,16
294109.3724478804,16
294109.3724554804,16
294109.38403518766,16
294109.3850113883,16
294109.3850280883,16
294109.3850351883,16
294109.40173429885,16
294109.4028463995,16
294109.40286619955,16
294109.4028767995,16
294109.4169014084,16
294109.4177623089,16
294109.4177902089,16
294109.41840760934,16
294109.4348707197,16
294109.4359806204,16
294109.4366641208,16
294109.43734632124,16
294109.45020712935,16
294109.45100432984,16
294109.45180363033,16
294109.4524859308,16
294109.468659141,16
294109.46875254106,16
294109.46965414163,16
294109.4706239422,16
294109.4874578528,0
294109.5129961689,0
294109.5204053736,0
294109.54147658683,0
294109.5536541945,0
294109.5701627049,0
294109.5889758168,0
294109.60387802613,0
294109.6212709371,0
294109.638470848,0
294109.65340055735,0
294109.6730188697,0
294109.6879640791,0
294109.70517239,0
294109.7222537007,0
294109.73936141154,0
294109.7591276239,0
294109.77068413125,0
294109.79002014344,0
294109.8039512522,0
294109.8262190662,0
294109.8409386755,0
294109.85504108435,0
294109.8705884942,0
294109.88874900556,0
294109.90629111667,0
294109.92663642945,0
294109.94055233826,0
294109.9563741482,0
294109.97212385817,0
294109.9880762682,0
294110.00685638,0
294110.03669819876,0
294110.05822191236,0
294110.07066062023,0
294110.08863363153,0
294110.1074946434,0
294110.1233435534,0
294110.13687906193,0
294110.1546130731,0
294110.1729498846,0
294110.18681799335,0
294110.2091069074,0
294110.2207842148,0
294110.24009922694,0
294110.2570278376,0
294110.2713506466,0
294110.28709345654,0
294110.3089999703,0
294110.32080917776,0
294110.3368796879,0
294110.3543554989,0
294110.3727030105,0
294110.3875348198,0
294110.4049753308,0
294110.42072024074,0
294110.44704525726,0
294110.45543316257,0
294110.47277447354,0
294110.4866921823,0
294110.50204859197,16
294110.50207069196,16
294110.50320009264,16
294110.5032208927,16
294110.51827970217,16
294110.5183068022,16
294110.51920340274,16
294110.5192196028,16
294110.5380232146,16
294110.5380529146,16
294110.53900161525,16
294110.5390208153,16
294110.55144682305,16
294110.5514759231,16
294110.5523869237,16
294110.5524051237,16
294110.56779893336,16
294110.56782493345,16
294110.5685436338,16
294110.5685584339,16
294110.5854296445,16
294110.58545364445,16
294110.5864796451,16
294110.5864970452,16
294110.6014618546,16
294110.6015233546,16
294110.6023965552,16
294110.60298475553,16
