,freq,shift,time
0,11,0,190414.1109805
1,11,0,190416.6277646
2,8,0.5,190419.1269823
3,8,0.5,190421.6264131
4,8,0.5,190424.1285539
5,11,0,190426.6258275
6,9,0,190429.1289451
7,9,0,190431.625402
8,8,0.5,190434.1248516
9,8,0.5,190436.6264239
10,8,0.5,190439.1239209
11,11,0,190441.6228369
12,10,0,190444.1253082
13,10,0,190446.6262583
14,11,0,190449.1221046
15,10,0,190451.6210386
16,9,0,190454.1212503
17,8,0.5,190456.6207854
18,11,0,
19,9,0,
