,freq,shift,time
0,9,0,1246035.8198602
1,8,0.5,1246038.3533697
2,10,0,1246040.8531223
3,9,0,1246043.3519906
4,11,0,1246045.8516332
5,8,0.5,1246048.3511185
6,9,0,1246050.8512629
7,10,0,1246053.3499737
8,10,0,1246055.8499734
9,10,0,1246058.3497561
10,9,0,1246060.8486729
11,11,0,1246063.348225
12,11,0,1246065.8481183
13,8,0.5,1246068.3476018
14,9,0,1246070.8474779
15,9,0,1246073.347103
16,11,0,1246075.8469653
17,11,0,1246078.3464869
18,10,0,1246080.8456671
19,8,0.5,1246083.3450213
