,freq,shift,time
0,9,0,1745181.88055575
1,8,0,1745183.124656583
2,8,0,1745184.381771791
3,10,0,1745185.63817125
4,9,0,1745186.885885625
5,10,0,
6,11,0,
7,11,0,
8,10,0,
9,11,0,
10,9,0,
11,10,0,
12,11,0,
13,11,0,
14,8,0,
15,8,0,
16,11,0,
17,11,0,
18,10,0,
19,11,0,
