,freq,shift,time
0,9,0,190340.2899846
1,9,0,190342.8226768
2,8,0.5,190345.3269804
3,8,0.5,190347.8229649
4,11,0,190350.3212486
5,9,0,190352.8208013
6,11,0,190355.3201814
7,8,0.5,190357.820066
8,10,0,190360.3196395
9,9,0,190362.8220469
10,10,0,190365.3188943
11,11,0,190367.8187126
12,11,0,190370.3185806
13,10,0,190372.8178128
14,10,0,190375.316841
15,11,0,190377.816952
16,8,0.5,190380.3166521
17,11,0,
18,9,0,
19,9,0,
