Timestamp,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Marker
293419.82355778565,-9.558032,-10.929747,-31.425278,-46.64648,-27.697905,12.484605,57.092922,2.0422843e-09,16
293419.8275664495,-10.010301,-16.81159,-39.35844,-43.424923,17.10781,65.34796,79.19272,1.1467343e-09,16
293419.8315751133,-10.191642,-20.368305,-42.249287,-35.53224,49.647865,92.839264,62.650692,-1.9287285e-09,16
293419.8355837771,-10.063149,-26.91068,-38.16333,8.844918,75.94375,30.238173,-38.03294,-4.9954874e-10,16
293419.8395924409,-9.720506,-29.36271,-29.29509,39.7077,64.265526,-35.24414,-67.55737,-1.6186048e-09,16
293419.84360110475,-9.052728,-27.969229,-12.274203,51.21503,31.445906,-65.59891,-65.1775,-1.4436478e-10,16
293419.84760976856,-8.481527,-24.83035,5.747916,49.1045,-9.602735,-56.523685,-13.894023,2.0422843e-09,16
293419.8516184324,-8.329446,-22.827799,17.268517,45.663136,-47.30768,-35.09793,69.99689,1.1467343e-09,16
293419.85562709614,-8.185992,-21.084805,24.329094,38.00887,-67.61886,-8.225599,115.22012,-1.9287285e-09,16
293419.85963575996,-7.383644,-15.231102,42.260517,-2.484043,-60.502155,70.552704,-7.441217,-1.6186048e-09,16
293419.8636444238,-6.0161343,-7.106333,43.047863,-25.103144,-34.689983,68.90724,-52.53466,-1.4436478e-10,16
293419.8676530876,-4.6145067,1.8187675,36.711613,-40.639214,6.3575215,32.134045,-59.22372,2.0422843e-09,16
293419.8716617514,-3.7229364,8.317109,29.771776,-52.254185,46.218906,-8.902274,-51.950787,1.1467343e-09,16
293419.87567041523,-3.0369363,12.497299,22.03611,-55.304115,67.23368,-40.223118,-24.147509,-1.9287285e-09,16
293419.87967907905,-1.6777698,19.5748,2.968514,-34.70422,62.59946,-81.633965,84.43459,-1.6186048e-09,16
293419.88368774287,-0.075784996,23.095533,-12.244776,-9.482059,32.05551,-70.8468,98.096886,-1.4436478e-10,16
293419.8876964067,1.5350274,25.454319,-25.840828,19.106647,-9.945228,-18.975842,43.634403,2.0422843e-09,16
293419.8917050705,2.5897717,27.275427,-36.86635,43.656227,-47.340797,49.02263,-41.7983,1.1467343e-09,16
293419.8957137343,3.2899199,27.942846,-43.2578,57.127148,-67.96291,89.82667,-96.150986,-1.9287285e-09,16
293419.89972239814,4.8081164,25.021517,-40.768803,53.196823,-66.55522,67.871414,-73.68549,-1.4436478e-10,16
293419.90373106196,6.1288075,19.574251,-28.99841,30.027971,-28.744223,19.845634,-18.194954,2.0422843e-09,16
293419.9077397258,6.980325,15.225787,-19.829613,7.7791767,11.581136,-40.83719,82.11692,1.1467343e-09,16
293419.9117483896,7.553144,11.853991,-12.690708,-9.112948,40.345455,-79.46778,139.83165,-1.9287285e-09,16
293419.9157570534,8.638175,3.8763149,6.3074794,-35.542084,69.06798,-61.974953,53.210426,-1.4436478e-10,16
293419.91976571723,9.233443,-4.3443704,21.610525,-43.256405,51.297485,-16.500948,-8.701088,2.0422843e-09,16
293419.92377438105,9.648467,-10.407036,33.406693,-49.774593,26.88087,33.657303,-90.16409,1.1467343e-09,16
293419.92778304487,9.872705,-14.4416275,39.375904,-48.28145,2.409933,65.65764,-124.73964,-1.9287285e-09,16
293419.9317917087,10.206217,-21.628426,43.630814,-20.237377,-57.457687,63.245342,24.250624,-1.6186048e-09,16
293419.9358003725,9.927178,-24.85895,34.58621,3.6017866,-59.233246,36.833225,69.08676,-1.4436478e-10,16
293419.9398090363,9.566765,-26.18356,21.428558,27.930592,-41.473335,-9.176492,59.850204,2.0422843e-09,16
293419.94381770014,9.469021,-27.198778,11.829006,47.770138,-26.27355,-61.036285,36.371983,1.1467343e-09,16
293419.94782636396,9.351822,-27.563374,4.4182086,55.476734,-9.893127,-88.43505,6.364145,-1.9287285e-09,16
293419.9518350278,8.479435,-26.028378,-16.730408,47.19031,62.01002,-28.651268,-89.00097,-1.6186048e-09,16
293419.9558436916,7.276709,-19.952318,-27.585007,25.179585,71.61385,3.893793,-97.06382,-1.4436478e-10,16
293419.9598523554,6.218085,-11.972301,-34.540707,-1.1495097,52.38899,38.609474,-42.79311,2.0422843e-09,16
293419.96386101923,5.711437,-6.056154,-40.134727,-22.59833,29.224295,79.47677,44.75703,1.1467343e-09,16
293419.96786968305,5.3317842,-1.9871719,-41.85167,-37.011574,5.1644263,91.00544,102.20355,-1.9287285e-09,16
293419.97187834687,3.6643422,6.9598665,-30.455212,-47.036568,-48.189632,7.1410217,69.49749,-1.4436478e-10,16
293419.9758870107,2.1577084,14.694664,-13.499112,-36.955273,-54.613655,-31.783745,10.763089,2.0422843e-09,16
293419.9798956745,1.2259643,19.982946,-2.048507,-29.475868,-57.568443,-68.880806,-73.20412,1.1467343e-09,16
293419.9839043383,0.61744547,22.711905,6.3481197,-21.485792,-49.4742,-81.15059,-115.27949,-1.9287285e-09,16
293419.98791300214,-0.87180203,26.681038,25.851017,12.2246,4.562347,-10.868686,-48.038742,-1.4436478e-10,16
293419.99192166596,-2.5002155,27.50128,34.472897,33.27718,32.958416,32.037415,1.9560386,2.0422843e-09,16
293419.9959303298,-3.6740139,27.764013,40.33745,52.650646,54.38776,74.92005,76.66494,1.1467343e-09,16
293419.9999389936,-4.437548,26.646692,41.788475,59.881786,60.43307,86.68956,116.07818,-1.9287285e-09,16
293420.0039476574,-5.8809257,21.433508,31.482557,39.012238,28.811182,24.842314,25.250086,-1.4436478e-10,16
293420.00795632123,-7.1152706,14.200514,16.52594,9.492242,-6.9621654,-20.325743,-14.209561,2.0422843e-09,16
293420.01196498505,-7.894944,8.6811695,6.031283,-15.709821,-41.108444,-74.30524,-58.450745,1.1467343e-09,16
293420.0159736489,-8.310427,4.126218,-1.9230143,-33.921688,-61.92696,-102.988365,-66.46154,-1.9287285e-09,16
293420.0199823127,-9.131914,-4.9737215,-20.75412,-51.909424,-59.73606,-44.440876,32.93158,-1.4436478e-10,16
293420.0239909765,-9.595422,-11.944798,-31.109322,-45.652912,-23.83944,8.211566,45.401134,2.0422843e-09,16
293420.0279996403,-9.829115,-16.401815,-39.230778,-38.69921,13.462293,66.58302,62.228603,1.1467343e-09,16
293420.03200830414,-9.897589,-19.54759,-42.35741,-30.870762,40.638054,91.35859,53.27763,-1.9287285e-09,16
293420.03601696796,-10.282569,-26.029902,-39.32978,8.752107,78.25463,22.089157,-93.156715,-1.6186048e-09,16
293420.0400256318,-9.9463625,-27.257784,-25.173088,27.905952,64.8371,-15.740521,-113.9603,-1.4436478e-10,16
293420.0440342956,-9.481403,-26.625254,-8.617918,39.56915,28.024998,-44.146496,-63.252262,2.0422843e-09,16
293420.0480429594,-9.235125,-25.963444,2.1276329,51.84162,-9.309662,-69.42843,23.583105,1.1467343e-09,16
293420.05205162324,-8.880765,-24.614487,10.335351,57.07214,-37.63866,-70.79257,87.325096,-1.9287285e-09,16
293420.05606028705,-7.582754,-18.313906,28.736357,29.011528,-64.86739,4.3741045,113.554565,-1.4436478e-10,16
293420.0600689509,-6.38065,-11.517583,35.970863,-3.3852267,-47.80481,36.85526,51.7054,2.0422843e-09,16
293420.0640776147,-5.6813884,-7.439377,41.351654,-28.20306,-28.13957,69.742744,-59.62639,1.1467343e-09,16
293420.0680862785,-5.1470532,-4.1694684,43.44512,-41.68543,-7.353599,77.73812,-135.57388,-1.9287285e-09,16
293420.0720949423,-3.7054615,5.385179,32.237663,-54.880985,42.383263,5.8567863,-94.91364,-1.4436478e-10,16
293420.07610360614,-2.196994,13.537971,13.825324,-42.22375,49.87319,-29.017725,-23.422497,2.0422843e-09,16
293420.08011226996,-1.1436119,20.294842,1.321255,-30.695427,58.22251,-65.97612,88.2733,1.1467343e-09,16
293420.0841209338,-0.374237,24.513287,-7.019732,-16.429644,54.189754,-77.17849,144.69142,-1.9287285e-09,16
293420.0881295976,1.0301214,28.437284,-31.193527,28.90168,-23.12074,11.302855,13.045611,-1.6186048e-09,16
293420.0921382614,2.505867,27.810026,-39.776447,47.503746,-49.655388,42.13327,-48.31873,-1.4436478e-10,16
293420.09614692524,4.00261,25.797607,-41.693882,51.78997,-58.55756,52.5224,-68.10781,2.0422843e-09,16
293420.10015558905,4.9492326,25.102985,-41.502182,52.08347,-62.1969,59.364002,-62.228775,1.1467343e-09,16
293420.1041642529,5.5193872,24.285767,-38.25377,48.455498,-51.141277,47.84515,-34.51602,-1.9287285e-09,16
293420.1081729167,6.911543,19.039824,-27.50345,15.642339,20.326172,-51.400597,73.004456,-1.6186048e-09,16
293420.1121815805,7.851991,10.747356,-10.55543,-7.5128717,46.288784,-71.748535,85.473564,-1.4436478e-10,16
293420.1161902443,8.567172,1.6115975,8.769536,-30.11056,53.580833,-52.356956,32.019264,2.0422843e-09,16
293420.12019890815,8.962464,-4.949145,23.593426,-52.9428,56.561222,-22.28298,-39.01953,1.1467343e-09,16
293420.12420757196,9.207533,-9.165675,32.61138,-64.60691,48.509624,7.298387,-78.54452,-1.9287285e-09,16
293420.1282162358,9.599956,-16.949612,42.67157,-43.398,-4.310877,64.382774,-76.433876,-1.4436478e-10,16
293420.1322248996,9.780045,-22.006084,39.64431,-14.610404,-32.968906,50.94259,-23.974634,2.0422843e-09,16
293420.1362335634,10.248365,-25.085201,35.832153,9.557511,-61.31714,26.121403,64.36335,1.1467343e-09,16
293420.14024222724,10.494075,-26.346535,30.692923,25.248123,-71.7332,-3.2954824,124.311325,-1.9287285e-09,16
293420.14425089105,9.590814,-27.08525,13.363552,42.236443,-30.806614,-63.65488,81.03955,-1.4436478e-10,16
293420.1482595549,8.706603,-24.691479,-4.228873,40.751507,10.583059,-53.52643,12.759348,2.0422843e-09,16
293420.1522682187,8.138366,-22.909172,-16.428165,42.977734,47.629227,-40.55482,-88.04729,1.1467343e-09,16
293420.1562768825,7.781464,-20.723423,-24.256401,38.230373,69.25131,-19.482119,-137.58347,-1.9287285e-09,16
293420.1602855463,7.0235133,-14.398168,-40.14565,-5.4171963,66.80435,76.59507,-7.5879784,-1.6186048e-09,16
293420.16429421015,5.881885,-6.444045,-40.293827,-29.474092,38.03649,80.5738,47.84937,-1.4436478e-10,16
293420.16830287396,4.440231,1.6186008,-33.66194,-45.494167,-6.127527,41.49627,65.77391,2.0422843e-09,16
293420.1723115378,3.4169445,7.1759195,-27.006798,-55.250328,-52.08147,-7.0443797,67.858246,1.1467343e-09,16
293420.1763202016,2.7483673,11.1557665,-21.198643,-55.224285,-81.088615,-46.855194,48.484432,-1.9287285e-09,16
293420.1803288654,0.8804132,18.912106,-0.2762101,-23.52141,-55.771896,-59.329052,-30.406425,2.0422843e-09,16
293420.18433752924,-0.09931064,23.584608,10.767995,-5.134285,-28.904024,-56.372967,-87.21779,1.1467343e-09,16
293420.18834619306,-0.74660736,26.078022,18.434347,8.724381,-3.528081,-40.26832,-91.39107,-1.9287285e-09,16
293420.1923548569,-2.529458,27.80529,33.98983,40.990864,47.029076,52.883907,22.957516,-1.4436478e-10,16
293420.1963635207,-4.0318685,26.17869,37.19244,48.21426,55.916008,65.41756,39.216545,2.0422843e-09,16
293420.2003721845,-4.955933,24.593233,39.212914,54.054195,58.019226,63.242283,60.23688,1.1467343e-09,16
293420.2043808483,-5.5246444,22.368305,37.44869,51.649033,47.55243,43.53996,63.08142,-1.9287285e-09,16
293420.20838951215,-6.7741756,15.971117,21.064932,14.859989,-0.78115994,-32.01011,-54.47459,-1.4436478e-10,16
293420.21239817597,-7.7729936,8.617373,4.279059,-14.86889,-29.43944,-46.13608,-58.820637,2.0422843e-09,16
293420.2164068398,-8.444636,3.6738534,-7.340261,-38.956463,-60.07654,-54.011356,-38.603268,1.1467343e-09,16
293420.2204155036,-8.874514,-0.6212711,-16.282143,-53.859417,-75.6805,-45.467297,3.584391,-1.9287285e-09,16
293420.2244241674,-9.528997,-10.199255,-31.621462,-55.914932,-37.999653,24.219986,99.12546,-1.4436478e-10,16
293420.22843283124,-9.750168,-17.06125,-35.764633,-33.368214,4.1329303,44.46394,62.120197,2.0422843e-09,16
293420.232441495,-9.969113,-21.798422,-39.49134,-16.09454,45.25313,66.70078,-0.40138334,1.1467343e-09,16
293420.2364501588,-10.026462,-25.008186,-40.834126,-3.2849452,66.35364,66.271324,-48.487267,-1.9287285e-09,16
293420.24045882263,-9.563158,-28.05524,-27.561152,34.11868,55.53331,-13.458375,-104.94109,-1.4436478e-10,16
293420.24446748645,-9.211942,-27.074818,-9.469462,46.39969,21.10325,-40.342484,-64.72637,2.0422843e-09,16
293420.2484761503,-9.210231,-26.847738,3.1301656,51.501488,-11.576895,-68.94759,19.778563,1.1467343e-09,16
293420.2524848141,-9.067155,-26.037203,11.185062,47.892857,-38.089764,-75.16051,89.83948,-1.9287285e-09,16
293420.2564934779,-7.968775,-18.536154,28.96341,23.99964,-67.27299,5.633079,94.41591,-1.4436478e-10,16
293420.2605021417,-6.688111,-10.959381,36.123825,-2.5853128,-45.646282,38.94329,35.087135,2.0422843e-09,16
293420.26451080554,-5.56276,-5.507226,40.23843,-23.153416,-25.88567,69.18885,-55.63501,1.1467343e-09,16
293420.26851946936,-4.666703,-1.9182217,40.21697,-37.091545,-7.1822577,73.62219,-109.870285,-1.9287285e-09,16
293420.2725281332,-3.5111458,5.3004127,30.050121,-52.344845,51.955463,3.957155,-72.22759,-1.4436478e-10,16
293420.276536797,-2.0928547,13.2076,13.8962145,-39.64427,61.839737,-34.52815,-9.421497,2.0422843e-09,16
293420.2805454608,-1.0277897,19.70472,2.2962952,-27.595627,62.062435,-72.292076,85.73051,1.1467343e-09,16
293420.28455412464,-0.148125,23.697075,-6.478415,-15.354445,50.39707,-85.11251,138.34836,-1.9287285e-09,16
293420.28856278845,1.137394,29.06835,-28.342722,27.187359,-14.226846,-0.65112627,11.005455,-1.6186048e-09,16
293420.2925714523,2.6521473,29.152006,-36.713264,41.54889,-38.020615,28.970964,-33.365936,-1.4436478e-10,16
293420.2965801161,4.0418777,26.687948,-38.738335,46.81631,-47.664604,42.423515,-56.481865,2.0422843e-09,16
293420.3005887799,4.91871,24.862679,-38.301254,51.151367,-59.53947,56.85445,-76.494774,1.1467343e-09,16
293420.3045974437,5.4896283,23.341768,-35.521324,46.692776,-59.607746,53.32328,-65.97682,-1.9287285e-09,16
293420.30860610754,6.9129686,17.075426,-23.757704,12.829356,-1.4671234,-30.876629,66.961136,-1.4436478e-10,16
293420.31261477136,7.8947444,8.68784,-6.0926967,-15.331186,32.437458,-51.35797,72.73649,2.0422843e-09,16
293420.3166234352,8.54968,2.1498191,7.989345,-40.28946,64.7924,-70.8555,68.58891,1.1467343e-09,16
293420.320632099,8.874376,-2.1468587,18.12637,-56.65857,75.119095,-65.45325,34.708485,-1.9287285e-09,16
293420.3246407628,9.312566,-10.089729,35.324745,-55.333874,30.289555,24.92465,-98.49961,-1.4436478e-10,16
293420.32864942664,9.595604,-16.872211,39.568066,-34.666767,-8.228848,51.59121,-81.80505,2.0422843e-09,16
293420.33265809045,9.84349,-21.027857,41.093815,-19.123096,-45.970882,75.17207,-39.546413,1.1467343e-09,16
293420.3366667543,9.950993,-23.18451,39.648254,-7.0914025,-69.43335,76.480804,-1.329246,-1.9287285e-09,16
293420.3406754181,9.841458,-27.340437,26.872292,27.70042,-57.47201,-5.9134974,85.98026,-1.4436478e-10,16
293420.3446840819,9.214595,-27.167616,9.087301,41.97843,-20.91678,-39.36184,64.686775,2.0422843e-09,16
293420.3486927457,8.709757,-26.569412,-5.003832,53.04457,8.726342,-69.5524,-13.776651,1.1467343e-09,16
293420.35270140955,8.264266,-24.859882,-14.305606,54.362293,28.292688,-71.59869,-87.62437,-1.9287285e-09,16
293420.35671007336,7.476458,-19.423403,-32.635223,25.850124,59.394295,18.633007,-37.25678,-4.9954874e-10,16
293420.3607187372,6.9034014,-14.48285,-41.185745,-1.5897877,57.332172,74.833694,61.717113,-1.6186048e-09,16
293420.364727401,5.8683486,-6.7748265,-39.179035,-22.794147,33.818096,83.63981,94.304245,-1.4436478e-10,16
293420.3687360648,4.587949,1.5094565,-32.893475,-39.00582,-5.307103,46.403606,64.386566,2.0422843e-09,16
293420.37274472864,3.6023252,7.038466,-29.216448,-52.16067,-46.108593,-8.391971,33.83697,1.1467343e-09,16
293420.37675339245,2.8876164,10.840374,-24.841303,-55.686707,-71.43142,-52.187305,6.389806,-1.9287285e-09,16
293420.3807620563,1.6960285,18.876108,-3.7104716,-34.38411,-62.49874,-89.169464,-138.60051,-1.6186048e-09,16
293420.3847707201,0.15320781,22.859734,12.78267,-9.029188,-31.480993,-69.1111,-158.19142,-1.4436478e-10,16
293420.3887793839,-1.3762273,25.265223,26.42292,18.74759,9.805027,-12.384875,-86.03527,2.0422843e-09,16
293420.3927880477,-2.5218492,26.64584,36.041973,40.254368,47.488056,47.430794,45.875343,1.1467343e-09,16
293420.39679671155,-3.404415,26.895506,40.90651,51.070084,67.53934,79.56685,146.7959,-1.9287285e-09,16
293420.40080537536,-4.797589,25.53003,42.82949,53.42122,57.964157,57.78895,76.38899,-4.9954874e-10,16
293420.4048140392,-5.747569,22.63703,38.783752,42.626312,29.413485,10.886723,-29.721815,-1.6186048e-09,16
293420.408822703,-6.757198,16.134228,24.521467,17.778885,-1.7824811,-23.404705,-80.43049,-1.4436478e-10,16
293420.4128313668,-7.815526,8.305975,5.350206,-12.726447,-32.484295,-46.95076,-57.16694,2.0422843e-09,16
293420.41684003064,-8.634981,2.5479534,-10.387188,-35.956684,-57.596817,-65.98958,-17.812763,1.1467343e-09,16
293420.42084869446,-9.075537,-1.6579465,-21.177921,-48.32908,-64.53798,-61.540733,16.646606,-1.9287285e-09,16
293420.4248573583,-9.37383,-9.81621,-39.17089,-60.200703,-27.846605,44.531864,110.64385,-1.6186048e-09,16
293420.4288660221,-9.484559,-15.931486,-41.27903,-43.843678,2.9341042,67.96961,108.69827,-1.4436478e-10,16
293420.4328746859,-9.588927,-20.939463,-37.788685,-15.565994,33.09976,49.613483,41.738457,2.0422843e-09,16
293420.4368833497,-9.767423,-24.367563,-35.361866,11.494706,59.673435,24.773018,-55.592747,1.1467343e-09,16
293420.44089201355,-9.828685,-26.467371,-31.636827,30.61087,68.487625,-1.9343569,-110.25664,-1.9287285e-09,16
293420.44490067736,-9.816145,-28.628094,-14.698286,56.48673,29.228895,-74.25413,-37.448456,-4.9954874e-10,16
293420.4489093412,-9.468244,-28.007395,1.355621,61.68363,-15.973406,-85.0982,52.81508,-1.6186048e-09,16
293420.452918005,-8.554293,-23.351524,16.786245,44.873245,-41.578133,-57.24705,92.29396,-1.4436478e-10,16
293420.4569266688,-7.5609903,-17.030272,29.41778,20.347176,-50.138023,0.33145854,66.85384,2.0422843e-09,16
293420.46093533264,-6.9866705,-11.77193,38.081123,1.9599235,-56.35764,62.26972,10.950524,1.1467343e-09,16
293420.46494399646,-6.565271,-7.61823,41.248688,-13.092488,-51.700447,93.19644,-40.67114,-1.9287285e-09,16
293420.4689526603,-5.2111435,-0.69945693,41.42718,-50.480034,19.87065,44.900616,-77.128784,-1.6186048e-09,16
293420.4729613241,-3.5290623,6.479308,30.373857,-53.974445,43.70992,8.752291,-72.097885,-1.4436478e-10,16
293420.4769699879,-1.9788638,13.666048,14.413476,-43.118977,51.254936,-29.837852,-17.745735,2.0422843e-09,16
293420.4809786517,-1.0288908,19.072428,2.049891,-31.645508,56.82702,-73.82823,67.25626,1.1467343e-09,16
293420.48498731555,-0.3086096,22.377562,-6.5992002,-18.520103,49.13385,-91.37397,114.41665,-1.9287285e-09,16
293420.48899597937,1.1115593,27.55191,-26.320118,22.189798,-16.688356,-3.8934739,10.331256,-4.9954874e-10,16
293420.4930046432,2.3297474,29.23854,-37.3142,47.33129,-58.920864,63.605972,-69.575554,-1.6186048e-09,16
293420.497013307,3.84428,27.14664,-37.950123,50.848175,-65.49506,81.58543,-86.84939,-1.4436478e-10,16
293420.5010219708,5.24405,23.445787,-33.54581,42.50924,-50.028122,56.93268,-38.495,2.0422843e-09,16
293420.50503063464,6.084974,20.804672,-30.80744,34.714077,-33.74252,22.936176,37.40616,1.1467343e-09,16
293420.50903929846,6.5699553,18.641624,-26.74706,23.184776,-12.408998,-10.168459,87.96492,-1.9287285e-09,16
293420.5130479623,7.609197,12.096789,-6.931833,-21.446096,50.72017,-66.862144,65.20908,-4.9954874e-10,16
293420.5170566261,8.327118,5.545293,8.565289,-49.45965,75.63454,-63.420235,-13.345269,-1.6186048e-09,16
293420.5210652899,9.004642,-2.944626,21.760952,-55.8786,65.589645,-33.50107,-69.25849,-1.4436478e-10,16
293420.52507395373,9.460237,-11.47383,32.18409,-49.20904,30.396034,13.986331,-94.19098,2.0422843e-09,16
293420.52908261755,9.673563,-18.096506,39.795235,-42.925297,-9.627973,68.2775,-96.4515,1.1467343e-09,16
293420.53309128137,9.805652,-22.38751,42.7517,-32.5737,-40.947174,96.24528,-60.741127,-1.9287285e-09,16
293420.5370999452,10.277619,-27.46815,38.72096,11.524419,-68.78074,28.206907,50.4722,-4.9954874e-10,16
293420.541108609,10.259505,-29.258951,28.733494,40.72185,-61.429657,-40.886204,72.03205,-1.6186048e-09,16
293420.5451172728,9.735431,-27.381495,11.041984,51.834347,-34.21003,-70.05825,61.944942,-1.4436478e-10,16
293420.54912593664,8.886127,-24.578947,-7.1357017,49.494564,3.765015,-58.48674,11.587167,2.0422843e-09,16
293420.55313460046,8.065618,-23.285036,-19.474518,44.268333,42.77735,-36.5703,-75.32435,1.1467343e-09,16
293420.5571432643,7.4674754,-21.459478,-27.317257,35.73799,66.876305,-10.906734,-129.43571,-1.9287285e-09,16
293420.5611519281,6.8753858,-14.687685,-40.687004,0.7740344,55.74191,63.771492,-21.393753,-4.9954874e-10,16
293420.5651605919,6.201526,-8.51124,-45.175262,-24.09756,25.900059,80.58161,60.66809,-1.6186048e-09,16
293420.56916925573,4.9376416,0.011921853,-38.58281,-36.951576,-4.773122,56.16965,89.573166,-1.4436478e-10,16
293420.57317791955,3.3574831,8.443793,-26.36175,-41.718075,-32.248684,1.5910126,54.61643,2.0422843e-09,16
293420.57718658337,2.0763195,13.925079,-16.3124,-45.21332,-57.885212,-57.79363,-6.535525,1.1467343e-09,16
293420.5811952472,1.1639874,17.24124,-8.061287,-42.99411,-67.09874,-89.06864,-52.97573,-1.9287285e-09,16
293420.585203911,0.10584198,25.4195,10.938388,-7.2464433,-23.120989,-51.39908,-49.93834,-1.6186048e-09,16
293420.5892125748,-1.2294624,28.02264,22.262283,16.064583,8.971311,-18.19811,-29.937494,-1.4436478e-10,16
293420.59322123864,-2.6612236,27.926338,32.17164,35.435425,39.437164,26.720028,12.65898,2.0422843e-09,16
293420.59722990246,-3.7495794,27.347824,39.844757,53.1577,65.69516,75.678825,87.13409,1.1467343e-09,16
293420.6012385663,-4.552514,26.321264,42.37744,61.78784,73.15591,94.87568,132.51833,-1.9287285e-09,16
293420.60524723004,-5.77482,22.365341,37.87185,38.40315,24.976479,8.678005,19.408295,-4.9954874e-10,16
293420.60925589385,-6.5746484,18.195063,27.84804,11.395743,-22.403137,-60.211025,-66.89452,-1.6186048e-09,16
